id,key,action,rhythm,dwell_time,flight_time,up_down_time,session_duration,user_id,timestamp,label
3067.0,1,release,0.0,0.1051904009232763,2.5321673525559016,1.7882025,13.830218066691597,1.0,2025-01-15 10:08:05.783485+00,1
3068.0,Key.enter,release,0.0,0.09313562479792273,0.0,0.0,13.830218066691597,1.0,2025-01-15 10:08:05.793162+00,1
3069.0,b,release,0.0,0.04811766303544734,0.08551058676352977,0.10862875,13.830218066691597,1.0,2025-01-15 10:25:53.170786+00,1
3070.0,z,release,0.0,0.105373820342785,0.022252129262675092,0.019156218,13.830218066691597,1.0,2025-01-15 10:25:53.182156+00,1
3071.0,t,release,0.0,0.0845589827914578,0.14172378683732095,0.1541202,13.830218066691597,1.0,2025-01-15 10:25:53.18817+00,1
3072.0,n,release,0.0,0.05626912901157028,1.9458841361493906,2.3373406,13.830218066691597,1.0,2025-01-15 10:25:53.193912+00,1
3073.0,v,release,0.0,0.035136156159113204,-0.16076096067133866,-0.20685315,13.830218066691597,1.0,2025-01-15 10:25:53.1985+00,1
3074.0,Key.ctrl,release,0.0,0.4295942291277527,1.460152920169086,1.4269569,13.830218066691597,1.0,2025-01-15 10:25:53.203368+00,1
3075.0,I,release,0.0,0.08072449825315332,-0.12855105276114778,-0.14696765,13.830218066691597,1.0,2025-01-15 10:25:53.208104+00,1
3076.0,Key.shift,release,0.0,0.2313994019930265,0.41350770479901344,0.7553389,13.830218066691597,1.0,2025-01-15 10:25:53.213746+00,1
3077.0,Key.space,release,0.0,0.08787231371879166,0.10121601510513313,0.09065604,13.830218066691597,1.0,2025-01-15 10:25:53.218368+00,1
3453.0,0,release,0.17553902,0.22940787012819414,4.410872431426875,2.544296299949049,13.830218066691597,50.118927717584825,2025-03-21 06:24:25.204947+00,1
3078.0,w,release,0.0,0.10692146087198898,-0.03671363089066025,-0.027169943,13.830218066691597,1.0,2025-01-15 10:25:53.223638+00,1
3079.0,i,release,0.0,0.032559682094193285,0.10090530898747724,0.15919995,13.830218066691597,1.0,2025-01-15 10:25:53.228418+00,1
3080.0,l,release,0.0,0.0722244294866287,0.12138320496082639,0.08243203,13.830218066691597,1.0,2025-01-15 10:25:53.233388+00,1
3081.0,y,release,0.0,0.07306558140169081,0.04277433657072456,0.032057524,13.830218066691597,1.0,2025-01-15 10:25:53.238108+00,1
3082.0,a,release,0.0,0.124707982748851,0.11741323823116481,0.2295177,13.830218066691597,1.0,2025-01-15 10:25:53.243456+00,1
3083.0,Key.backspace,release,0.0,0.0028639214133389227,0.028159227680238035,0.020215511,13.830218066691597,1.0,2025-01-15 10:25:53.248278+00,1
3084.0,k,release,0.0,0.02014792284948167,0.08888658402810312,0.07765865,13.830218066691597,1.0,2025-01-15 10:25:53.253348+00,1
3085.0,h,release,0.0,0.09399991763791317,0.24114620589480723,0.3524878,13.830218066691597,1.0,2025-01-15 10:25:53.258206+00,1
3086.0,e,release,0.0,0.0412765568657029,0.06437085824645469,0.08159542,13.830218066691597,1.0,2025-01-15 10:25:53.263619+00,1
3087.0,x,release,0.0,0.10261878217629589,0.3967472096270875,0.45361114,13.830218066691597,1.0,2025-01-15 10:25:53.269403+00,1
3088.0,d,release,0.0,0.131076446419931,0.46381636997856296,0.74561906,13.830218066691597,1.0,2025-01-15 10:25:53.274996+00,1
3089.0,Key.enter,release,0.0,0.07754845304744548,1.1499664960001241,0.8641739,13.830218066691597,1.0,2025-01-15 10:25:53.28024+00,1
3090.0,l,release,0.0,0.06360270734445471,0.05575572066289681,0.04732585,13.830218066691597,1.0,2025-01-21 10:04:40.998067+00,1
