id,key,action,rhythm,dwell_time,flight_time,up_down_time,session_duration,user_id,timestamp
3067.0,1,release,0.0,0.15250278,1.7882025,1.7882025,,1.0,2025-01-15 10:08:05.783485+00
3068.0,Key.enter,release,0.0,0.08475876,0.0,0.0,,1.0,2025-01-15 10:08:05.793162+00
3069.0,b,release,0.0,0.055940628,0.10862875,0.10862875,,1.0,2025-01-15 10:25:53.170786+00
3070.0,z,release,0.0,0.15008593,0.019156218,0.019156218,,1.0,2025-01-15 10:25:53.182156+00
3071.0,t,release,0.0,0.06739712,0.1541202,0.1541202,,1.0,2025-01-15 10:25:53.18817+00
3072.0,n,release,0.0,0.055481672,2.3373406,2.3373406,,1.0,2025-01-15 10:25:53.193912+00
3073.0,v,release,0.0,0.0659039,-0.20685315,-0.20685315,,1.0,2025-01-15 10:25:53.1985+00
3074.0,Key.ctrl,release,0.0,0.32435656,1.4269569,1.4269569,,1.0,2025-01-15 10:25:53.203368+00
3075.0,I,release,0.0,0.064454556,-0.14696765,-0.14696765,,1.0,2025-01-15 10:25:53.208104+00
3076.0,Key.shift,release,0.0,0.21150899,0.7553389,0.7553389,,1.0,2025-01-15 10:25:53.213746+00
3077.0,Key.space,release,0.0,0.06336069,0.09065604,0.09065604,,1.0,2025-01-15 10:25:53.218368+00
3453.0,,release,0.17553902,,,,,,2025-03-21 06:24:25.204947+00
3078.0,w,release,0.0,0.11783886,-0.027169943,-0.027169943,,1.0,2025-01-15 10:25:53.223638+00
3079.0,i,release,0.0,0.055417538,0.15919995,0.15919995,,1.0,2025-01-15 10:25:53.228418+00
3080.0,l,release,0.0,0.049268484,0.08243203,0.08243203,,1.0,2025-01-15 10:25:53.233388+00
3081.0,y,release,0.0,0.056552887,0.032057524,0.032057524,,1.0,2025-01-15 10:25:53.238108+00
3082.0,a,release,0.0,0.10381913,0.2295177,0.2295177,,1.0,2025-01-15 10:25:53.243456+00
3083.0,Key.backspace,release,0.0,0.004025221,0.020215511,0.020215511,,1.0,2025-01-15 10:25:53.248278+00
3084.0,k,release,0.0,0.021223783,0.07765865,0.07765865,,1.0,2025-01-15 10:25:53.253348+00
3085.0,h,release,0.0,0.11163235,0.3524878,0.3524878,,1.0,2025-01-15 10:25:53.258206+00
3086.0,e,release,0.0,0.06955814,0.08159542,0.08159542,,1.0,2025-01-15 10:25:53.263619+00
3087.0,x,release,0.0,0.13483977,0.45361114,0.45361114,,1.0,2025-01-15 10:25:53.269403+00
3088.0,d,release,0.0,0.09603238,0.74561906,0.74561906,,1.0,2025-01-15 10:25:53.274996+00
3089.0,Key.enter,release,0.0,0.0683527,0.8641739,0.8641739,,1.0,2025-01-15 10:25:53.28024+00
3090.0,l,release,0.0,0.07106972,0.04732585,0.04732585,,1.0,2025-01-21 10:04:40.998067+00
3091.0,o,release,0.0,0.06415963,0.11710453,0.11710453,,1.0,2025-01-21 10:04:41.008432+00
3092.0,c,release,0.0,0.14589095,2.1818216,2.1818216,,1.0,2025-01-21 10:04:41.01374+00
3093.0,Key.enter,release,0.0,0.07512069,22.96006,22.96006,,1.0,2025-01-21 10:04:41.019561+00
3094.0,j,release,0.0,0.05808735,0.07457042,0.07457042,,1.0,2025-01-21 10:04:41.024968+00
3095.0,u,release,0.0,0.048295498,0.11628008,0.11628008,,1.0,2025-01-21 10:04:41.029625+00
3096.0,m,release,0.0,0.08694315,0.012228251,0.012228251,,1.0,2025-01-21 10:04:41.034098+00
3097.0,a,release,0.0,0.18632722,0.58730197,0.58730197,,1.0,2025-01-21 10:04:41.039513+00
3098.0,.,release,0.0,0.14059854,0.23520231,0.23520231,,1.0,2025-01-21 10:04:41.044116+00
3099.0,h,release,0.0,0.065389395,0.021680593,0.021680593,,1.0,2025-01-21 10:04:41.048619+00
3100.0,r,release,0.0,0.10539985,0.24382663,0.24382663,,1.0,2025-01-21 10:04:41.053318+00
3101.0,n,release,0.0,0.09416723,-0.008844614,-0.008844614,,1.0,2025-01-21 10:04:41.057845+00
3102.0,@,release,0.0,0.057614565,0.13596821,0.13596821,,1.0,2025-01-21 10:04:41.062516+00
3103.0,Key.shift,release,0.0,0.0996325,-0.01719284,-0.01719284,,1.0,2025-01-21 10:04:41.06693+00
3104.0,g,release,0.0,0.14289904,0.7750075,0.7750075,,1.0,2025-01-21 10:04:41.07164+00
3105.0,i,release,0.0,0.12080264,-0.37987947,-0.37987947,,1.0,2025-01-21 10:04:41.076279+00
3106.0,E,release,0.0,0.46335602,0.16593933,0.16593933,,1.0,2025-01-21 10:04:41.081391+00
3107.0,D,release,0.0,0.058187485,0.09066701,0.09066701,,1.0,2025-01-21 10:04:41.085412+00
3108.0,W,release,0.0,0.08874464,0.21178794,0.21178794,,1.0,2025-01-21 10:04:41.089793+00
3109.0,A,release,0.0,0.13408256,0.3212533,0.3212533,,1.0,2025-01-21 10:04:41.094028+00
3110.0,R,release,0.0,0.07546067,0.7588539,0.7588539,,1.0,2025-01-21 10:04:41.098437+00
3111.0,e,release,0.0,0.074606895,0.9583657,0.9583657,,1.0,2025-01-21 10:04:41.102537+00
3112.0,1,release,0.0,0.085368395,1.0938778,1.0938778,,1.0,2025-01-21 10:04:41.107176+00
3113.0,9,release,0.0,0.13191128,1.2350011,1.2350011,,1.0,2025-01-21 10:04:41.111677+00
3114.0,8,release,0.0,0.06507993,1.4079993,1.4079993,,1.0,2025-01-21 10:04:41.116445+00
3115.0,0,release,0.0,0.08788037,4.962954,4.962954,,1.0,2025-01-21 10:04:41.120789+00
3116.0,5,release,0.0,0.11322904,0.15203953,0.15203953,,1.0,2025-01-21 10:04:41.125283+00
3117.0,j,release,0.0,0.058854103,0.057833433,0.057833433,,1.0,2025-01-21 11:59:40.120302+00
3118.0,u,release,0.0,0.07877445,0.06603432,0.06603432,,1.0,2025-01-21 11:59:40.131046+00
3119.0,m,release,0.0,0.09789157,-0.003273726,-0.003273726,,1.0,2025-01-21 11:59:40.136892+00
3120.0,a,release,0.0,0.15771604,0.5986769,0.5986769,,1.0,2025-01-21 11:59:40.142561+00
3121.0,.,release,0.0,0.075311184,0.1965096,0.1965096,,1.0,2025-01-21 11:59:40.147024+00
3122.0,h,release,0.0,0.0635221,0.01614809,0.01614809,,1.0,2025-01-21 11:59:40.152004+00
3123.0,r,release,0.0,0.07911372,0.22365737,0.22365737,,1.0,2025-01-21 11:59:40.156748+00
3124.0,n,release,0.0,0.09765935,0.004404783,0.004404783,,1.0,2025-01-21 11:59:40.161815+00
3125.0,@,release,0.0,0.06531787,0.13391852,0.13391852,,1.0,2025-01-21 11:59:40.166453+00
3126.0,Key.shift,release,0.0,0.09882212,-0.016420364,-0.016420364,,1.0,2025-01-21 11:59:40.172097+00
3127.0,g,release,0.0,0.21287227,0.80885434,0.80885434,,1.0,2025-01-21 11:59:40.176411+00
3128.0,i,release,0.0,0.13910651,-0.38958883,-0.38958883,,1.0,2025-01-21 11:59:40.181275+00
3129.0,l,release,0.0,0.46417022,0.3252871,0.3252871,,1.0,2025-01-21 11:59:40.185596+00
3130.0,c,release,0.0,0.07386136,0.67046714,0.67046714,,1.0,2025-01-21 11:59:40.190189+00
3131.0,o,release,0.0,0.049473524,0.7856412,0.7856412,,1.0,2025-01-21 11:59:40.194555+00
3132.0,E,release,0.0,0.1476438,1.3510158,1.3510158,,1.0,2025-01-21 11:59:40.199138+00
3133.0,D,release,0.0,0.06628442,0.09659648,0.09659648,,1.0,2025-01-21 11:59:40.203807+00
3134.0,W,release,0.0,0.074705124,0.27290463,0.27290463,,1.0,2025-01-21 11:59:40.209019+00
3135.0,A,release,0.0,0.038319826,0.3702879,0.3702879,,1.0,2025-01-21 11:59:40.214036+00
3136.0,R,release,0.0,0.11281896,0.116784096,0.116784096,,1.0,2025-01-21 11:59:40.218668+00
3137.0,e,release,0.0,0.07100105,0.09323597,0.09323597,,1.0,2025-01-21 11:59:40.22365+00
3138.0,1,release,0.0,0.07278943,6.9739323,6.9739323,,1.0,2025-01-21 11:59:40.228232+00
3139.0,9,release,0.0,0.07514858,0.16247725,0.16247725,,1.0,2025-01-21 11:59:40.233169+00
3140.0,8,release,0.0,0.123122215,0.072268724,0.072268724,,1.0,2025-01-21 11:59:40.237668+00
3141.0,2,release,0.0,0.086737156,0.09129834,0.09129834,,1.0,2025-01-21 11:59:40.242476+00
3142.0,3,release,0.0,0.16997123,0.23937392,0.23937392,,1.0,2025-01-21 11:59:40.247497+00
3143.0,4,release,0.0,0.10980368,0.12039471,0.12039471,,1.0,2025-01-21 11:59:40.252079+00
3144.0,5,release,0.0,0.13364434,-1.8873441,-1.8873441,,1.0,2025-01-21 11:59:40.256243+00
3145.0,6,release,0.0,2.24145,1.3660984,1.3660984,,1.0,2025-01-21 11:59:40.260857+00
3146.0,7,release,0.0,0.11130738,1.1144166,1.1144166,,2.0,2025-01-21 11:59:40.265028+00
3147.0,j,release,0.058169127,0.058169127,0.06414747,0.06414747,1.0728836e-05,1.0,2025-01-22 01:58:05.343185+00
3148.0,u,release,0.064762115,0.089939594,0.078615904,0.078615904,0.017197847,1.0,2025-01-22 01:58:05.35912+00
3149.0,m,release,0.08321071,0.090857744,0.005167246,0.005167246,0.030223608,1.0,2025-01-22 01:58:05.3721+00
3150.0,a,release,0.15750217,0.17929196,0.49788904,0.49788904,0.041173697,1.0,2025-01-22 01:58:05.382094+00
3151.0,.,release,0.088855505,0.08280206,0.2002821,0.2002821,0.049092293,1.0,2025-01-22 01:58:05.389856+00
3152.0,h,release,0.032647133,0.060721636,0.016740084,0.016740084,0.054210663,1.0,2025-01-22 01:58:05.394758+00
3153.0,r,release,0.07013059,0.08582544,0.22198653,0.22198653,0.05946827,1.0,2025-01-22 01:58:05.400051+00
3154.0,n,release,0.092396975,0.1166389,-0.019759655,-0.019759655,0.064105034,1.0,2025-01-22 01:58:05.404624+00
3155.0,@,release,0.119366646,0.064762115,0.14545465,0.14545465,0.06904411,1.0,2025-01-22 01:58:05.4096+00
3156.0,Key.shift,release,0.48300648,0.092396975,-0.018606186,-0.018606186,0.07364297,1.0,2025-01-22 01:58:05.414154+00
3157.0,g,release,0.076455355,0.14726996,1.2221005,1.2221005,0.07835245,1.0,2025-01-22 01:58:05.418853+00
3158.0,i,release,0.06710625,0.112897396,-0.41999102,-0.41999102,0.08297944,1.0,2025-01-22 01:58:05.423478+00
3159.0,l,release,0.08320069,0.4892552,0.22875476,0.22875476,0.087879896,1.0,2025-01-22 01:58:05.428386+00
3160.0,c,release,0.064879894,0.05455494,0.12939215,0.12939215,0.092538595,1.0,2025-01-22 01:58:05.433038+00
3161.0,o,release,0.09511924,0.06642556,0.23705578,0.23705578,0.09751463,1.0,2025-01-22 01:58:05.438006+00
3162.0,Key.backspace,release,0.05481839,0.12595129,0.81681013,0.81681013,0.10214019,1.0,2025-01-22 01:58:05.442635+00
3163.0,E,release,0.11432719,0.06755304,0.07208705,0.07208705,0.10773921,1.0,2025-01-22 01:58:05.448235+00
3164.0,D,release,0.13747907,0.08493328,0.21682692,0.21682692,0.11373806,1.0,2025-01-22 01:58:05.454357+00
3165.0,W,release,0.11866212,0.09476185,0.35006738,0.35006738,0.11900234,1.0,2025-01-22 01:58:05.459516+00
3166.0,A,release,0.16366267,0.12283325,0.035436153,0.035436153,0.124022484,1.0,2025-01-22 01:58:05.464585+00
3454.0,,release,0.09155011,,,,,,2025-03-21 06:24:25.210537+00
3167.0,R,release,0.09709501,0.08424616,0.11218643,0.11218643,0.12818384,1.0,2025-01-22 01:58:05.468692+00
3168.0,e,release,0.07527161,0.08514714,6.5201573,6.5201573,0.13353205,1.0,2025-01-22 01:58:05.474106+00
3169.0,1,release,0.09983182,0.049605608,0.09571314,0.09571314,0.13815737,1.0,2025-01-22 01:58:05.47869+00
3170.0,b,release,0.048619032,0.06964946,0.10925746,0.10925746,2.6226044e-06,1.0,2025-01-22 02:09:46.519839+00
3171.0,i,release,0.058831453,0.05876994,0.08860016,0.08860016,0.006087303,1.0,2025-01-22 02:09:46.525749+00
3172.0,r,release,0.060540915,0.11091566,-0.04840064,-0.04840064,0.010629177,1.0,2025-01-22 02:09:46.530256+00
3173.0,k,release,0.07703376,0.05221629,0.069114685,0.069114685,0.01519227,1.0,2025-01-22 02:09:46.534828+00
3174.0,o,release,0.020563602,0.07703376,0.06994152,0.06994152,0.01955223,1.0,2025-01-22 02:09:46.539196+00
3175.0,a,release,0.09188247,0.06911826,1.2392414,1.2392414,0.024833918,1.0,2025-01-22 02:09:46.544503+00
3176.0,z,release,0.18851781,0.048619032,1.4013731,1.4013731,0.029402971,1.0,2025-01-22 02:09:46.549005+00
3177.0,Key.backspace,release,0.13802409,0.020563602,0.09122658,0.09122658,0.034034014,1.0,2025-01-22 02:09:46.553622+00
3178.0,Key.shift,release,1.4012859,0.05468273,0.28763795,0.28763795,0.038395643,1.0,2025-01-22 02:09:46.558002+00
3179.0,!,release,0.08084822,0.16295958,0.03241253,0.03241253,0.042895317,1.0,2025-01-22 02:09:46.562489+00
3180.0,A,release,0.17672682,0.15540743,-0.06906271,-0.06906271,0.047261238,1.0,2025-01-22 02:09:46.566856+00
3181.0,Key.ctrl,release,-15.643137,0.17167592,0.23004174,0.23004174,0.05204177,1.0,2025-01-22 02:09:46.571654+00
3182.0,1,release,0.03999734,0.06910801,0.07824159,0.07824159,0.057452917,1.0,2025-01-22 02:09:46.57708+00
3183.0,4,release,0.071949005,0.05650568,0.077414274,0.077414274,0.0624969,1.0,2025-01-22 02:09:46.582093+00
3184.0,K,release,0.052599907,0.052599907,-0.11539912,-0.11539912,2.8848648e-05,1.0,2025-01-22 02:12:26.775451+00
3185.0,Key.shift,release,0.13184261,0.13184261,0.07555866,0.07555866,0.017863512,1.0,2025-01-22 02:12:26.791814+00
3186.0,a,release,0.20802236,0.018732786,-0.044486046,-0.044486046,0.02994728,1.0,2025-01-22 02:12:26.803938+00
3187.0,c,release,-25.411694,0.12951016,-0.9232652,-0.9232652,8.106232e-06,1.0,2025-01-22 02:16:58.059163+00
3188.0,Key.ctrl,release,-24.83824,1.006067,0.0,0.0,0.025505066,1.0,2025-01-22 02:16:58.083817+00
3189.0,Key.enter,release,0.117973804,0.117973804,2.7071743,2.7071743,8.34465e-06,1.0,2025-01-22 02:30:41.706614+00
3190.0,j,release,0.06903696,0.06903696,0.07903671,0.07903671,0.18685436,1.0,2025-01-22 02:30:41.892778+00
3191.0,u,release,0.07038331,0.07038331,0.08273649,0.08273649,0.19867611,1.0,2025-01-22 02:30:41.904798+00
3192.0,m,release,0.11653018,0.11653018,-0.01981473,-0.01981473,0.21097922,1.0,2025-01-22 02:30:41.916994+00
3193.0,a,release,0.17076397,0.17076397,38.21642,38.21642,0.22669935,1.0,2025-01-22 02:30:41.933107+00
3194.0,c,release,0.37805057,0.11588836,-0.5410788,-0.5410788,0.2395997,1.0,2025-01-22 02:30:41.944992+00
3195.0,Key.ctrl,release,0.7620733,0.6780901,24.780617,24.780617,0.24858022,1.0,2025-01-22 02:30:41.953596+00
3196.0,Key.tab,release,0.10977149,0.10977149,9.9337635,9.9337635,7.867813e-06,1.0,2025-01-22 02:58:15.439383+00
3197.0,Key.backspace,release,0.098596334,0.10085654,11.116056,11.116056,0.018187523,1.0,2025-01-22 02:58:15.456716+00
3198.0,Key.left,release,0.0928154,0.08328462,4.850424,4.850424,0.030808926,1.0,2025-01-22 02:58:15.469365+00
3199.0,Key.up,release,0.07431936,0.07431936,1.2883501,1.2883501,0.041897297,1.0,2025-01-22 02:58:15.480435+00
3200.0,<65437>,release,0.06572628,0.06572628,0.17495728,0.17495728,0.053476334,1.0,2025-01-22 02:58:15.492115+00
3201.0,Key.right,release,0.08471537,0.08471537,1.1789205,1.1789205,0.06460786,1.0,2025-01-22 02:58:15.50312+00
3202.0,Key.down,release,0.078992605,0.078992605,0.091231346,0.091231346,0.07716942,1.0,2025-01-22 02:58:15.515165+00
3203.0,Key.page_down,release,0.103128195,0.103128195,0.18917298,0.18917298,0.10969019,1.0,2025-01-22 02:58:15.547798+00
3204.0,Key.shift_r,release,0.06348109,0.06348109,0.76028466,0.76028466,0.11874771,1.0,2025-01-22 02:58:15.556758+00
3205.0,Key.home,release,0.1205852,0.0928154,0.9423194,0.9423194,0.12535334,1.0,2025-01-22 02:58:15.562702+00
3206.0,Key.esc,release,0.16512656,0.1205852,8.606334,8.606334,0.12982225,1.0,2025-01-22 02:58:15.56715+00
3207.0,4,release,0.119469404,0.16512656,5.875901,5.875901,0.13473248,1.0,2025-01-22 02:58:15.572052+00
3208.0,5,release,0.09071541,0.119469404,0.28867626,0.28867626,0.13905,1.0,2025-01-22 02:58:15.57637+00
3209.0,j,release,0.063087225,0.1888721,11.737759,11.737759,0.14397526,1.0,2025-01-22 02:58:15.581291+00
3210.0,u,release,0.07283306,0.063087225,0.06069064,0.06069064,0.14841485,1.0,2025-01-22 02:58:15.585735+00
3211.0,m,release,0.08891988,0.07532644,0.07760596,0.07760596,0.15317535,1.0,2025-01-22 02:58:15.590501+00
3212.0,a,release,0.06443262,0.11105585,-0.020436764,-0.020436764,0.15792465,1.0,2025-01-22 02:58:15.595244+00
3213.0,.,release,0.08888006,0.15958548,0.7120371,0.7120371,0.16232586,1.0,2025-01-22 02:58:15.599651+00
3214.0,h,release,0.06264591,0.07857132,0.17104697,0.17104697,0.16645002,1.0,2025-01-22 02:58:15.603804+00
3215.0,r,release,0.07222223,0.06264591,0.009650469,0.009650469,0.17100215,1.0,2025-01-22 02:58:15.608331+00
