id,action,coordinates,button,delta,distance,speed,user_id,timestamp
63962.0,pressed,"(144, 403)",1,4.732680533475156,32.422911858023184,57.450712295168486,52.270322005350245,2025-02-26 06:56:05.412578+00
63963.0,released,"(144, 403)",1,8.238644152646609,25.165218650056232,47.92603548243223,52.270322005350245,2025-02-26 06:56:05.418595+00
63964.0,pressed,"(27, 541)",1,6.1282338528003955,29.71510875489607,59.715328071510385,52.270322005350245,2025-02-26 06:56:05.424294+00
63965.0,released,"(27, 541)",1,5.702340285523462,22.844872338772515,72.84544784612038,52.270322005350245,2025-02-26 06:56:05.429324+00
63966.0,pressed,"(32, 277)",0,4.77345049344369,29.55433100574518,46.48769937914996,52.270322005350245,2025-02-26 06:56:05.434928+00
63967.0,released,"(32, 277)",1,6.947913387091841,6.640693029449032,46.487945645762295,52.270322005350245,2025-02-26 06:56:05.440773+00
63968.0,pressed,"(8, 346)",1,5.225983535155991,34.290395675675484,73.68819223261087,52.270322005350245,2025-02-26 06:56:05.446386+00
63969.0,released,"(8, 346)",1,3.1357375697729366,28.782627462163745,61.51152093729363,52.270322005350245,2025-02-26 06:56:05.45161+00
63970.0,pressed,"(1302, 380)",1,3.069015618003929,26.637962633332357,42.95788421097572,52.270322005350245,2025-02-26 06:56:05.457401+00
63971.0,released,"(1302, 380)",1,5.844969243868544,32.19758083940143,58.13840065378947,52.270322005350245,2025-02-26 06:56:05.462659+00
63972.0,pressed,"(558, 192)",1,3.1852422296670087,15.664360770345594,43.04873460781307,52.270322005350245,2025-02-26 06:56:05.468462+00
63973.0,released,"(558, 192)",1,4.875537886055001,49.29269996621282,43.01405369644615,52.270322005350245,2025-02-26 06:56:05.474086+00
63974.0,pressed,"(553, 493)",1,7.114369077102182,28.972325385124,53.629434073490515,52.270322005350245,2025-02-26 06:56:05.479632+00
63975.0,released,"(553, 493)",1,5.607940355788667,28.541555670278104,21.300796330133032,52.270322005350245,2025-02-26 06:56:05.484739+00
63976.0,pressed,"(730, 560)",1,3.5557302593425044,20.346037898670776,24.126232512304508,52.270322005350245,2025-02-26 06:56:05.490115+00
63977.0,released,"(730, 560)",1,7.8199750232322796,30.239463824492613,41.56568706138541,52.270322005350245,2025-02-26 06:56:05.495386+00
63978.0,pressed,"(29, 361)",1,6.095750473989403,43.869598902732804,34.80753319498364,52.270322005350245,2025-02-26 06:56:05.50104+00
63979.0,released,"(29, 361)",1,7.035585974408178,40.35916209432034,54.71370998892911,52.270322005350245,2025-02-26 06:56:05.506456+00
63980.0,pressed,"(26, 279)",1,0.464883313581395,38.54437751140556,36.37963886718184,2.0,2025-03-04 14:57:05.38464+00
63981.0,released,"(26, 279)",0,5.6617057565254925,35.46398951667272,28.815444479970626,2.0,2025-03-04 14:57:05.39406+00
63982.0,pressed,"(32, 348)",1,6.684315672759786,26.414574724373903,71.98473153382331,2.0,2025-03-04 14:57:05.399888+00
63983.0,released,"(32, 348)",1,8.400577284595984,15.498368329632981,46.61335549270196,2.0,2025-03-04 14:57:05.406383+00
63984.0,pressed,"(934, 206)",1,2.072362831697917,27.98961228133365,51.012923070318855,2.0,2025-03-04 14:57:05.411652+00
63985.0,released,"(934, 206)",1,7.412229178389065,27.64128535466323,28.628777206798148,2.0,2025-03-04 14:57:05.417165+00
63986.0,pressed,"(5, 527)",0,8.28876057140249,40.48794439671241,41.834259132122256,2.0,2025-03-04 14:57:05.422309+00
63987.0,released,"(5, 527)",0,0.9654220454420415,33.0939044245982,51.663838845647994,2.0,2025-03-04 14:57:05.428058+00
63988.0,pressed,"(26, 283)",0,5.957182219739486,46.12311527903548,32.73509633866546,2.0,2025-03-04 14:57:05.433831+00
63989.0,released,"(26, 283)",1,6.235241628681404,41.974885400381744,55.63547027518508,2.0,2025-03-04 14:57:05.439692+00
63990.0,pressed,"(1321, 139)",1,4.345984674696187,25.435043904959045,40.99041965121793,2.0,2025-03-04 14:57:05.444663+00
63991.0,released,"(1321, 139)",1,4.01981107986742,12.048708033801315,45.62459375310085,2.0,2025-03-04 14:57:05.450409+00
63992.0,pressed,"(1202, 231)",1,6.335707826575645,43.855752339414806,40.97440081655905,2.0,2025-03-04 14:57:05.456509+00
63993.0,released,"(1202, 231)",1,3.7700364931787362,43.59385223230744,77.78417276763406,2.0,2025-03-04 14:57:05.461979+00
63994.0,pressed,"(428, 96)",0,4.565501343163804,16.337884090977738,49.79754162893099,2.0,2025-03-04 14:57:05.467268+00
63995.0,released,"(428, 96)",1,6.624869801647844,45.09240019827501,34.13433606566149,2.0,2025-03-04 14:57:05.472887+00
63996.0,pressed,"(428, 96)",1,8.508086100653728,33.82117170592518,62.338173681547836,2.0,2025-03-04 14:57:05.478014+00
63997.0,released,"(428, 96)",1,6.075968545084036,31.60685498125653,31.687345250434667,2.0,2025-03-04 14:57:05.483655+00
63998.0,pressed,"(1197, 155)",1,5.266968990829023,46.147832542473274,53.132953925071334,2.0,2025-03-04 14:57:05.488845+00
63999.0,released,"(1197, 155)",1,3.967205030678459,43.44685173230615,20.604948141803366,2.0,2025-03-04 14:57:05.494499+00
64000.0,pressed,"(694, 397)",0,2.9787999186978875,36.51330951995204,30.077209266523543,2.0,2025-03-04 14:57:05.499883+00
64001.0,released,"(694, 397)",1,7.219156483001899,34.73217065811983,52.952918538036855,2.0,2025-03-04 14:57:05.506174+00
64002.0,pressed,"(722, 501)",0,4.693100297746231,36.16394290530359,61.07699869993115,2.0,2025-03-04 14:57:05.511692+00
64003.0,released,"(722, 501)",1,7.301406549333457,25.99942566117474,52.57052421784956,2.0,2025-03-04 14:57:05.528169+00
64004.0,pressed,"(669, 538)",1,4.340896244009077,29.44898550267679,48.265275764176394,2.0,2025-03-04 14:57:05.534091+00
64005.0,released,"(669, 538)",1,3.7014226772779777,20.976828454054573,45.48344456616067,2.0,2025-03-04 14:57:05.539873+00
64006.0,pressed,"(596, 316)",1,5.841597777655032,26.66960224261081,27.822170144488588,2.0,2025-03-04 14:57:05.545973+00
64007.0,released,"(596, 316)",1,4.8469281214632,26.33366121331067,39.20233687407937,2.0,2025-03-04 14:57:05.551355+00
64008.0,pressed,"(458, 152)",1,2.5889427907785247,23.646946303783352,43.09041843560319,2.0,2025-03-04 14:57:05.557033+00
64009.0,released,"(458, 152)",1,8.634736659563696,31.36746502648463,65.85683339328374,2.0,2025-03-04 14:57:05.562421+00
64010.0,pressed,"(578, 393)",1,3.746032452456725,26.760191492994228,55.15427434352692,2.0,2025-03-04 14:57:05.568062+00
64011.0,released,"(578, 393)",1,6.855183042348427,35.02234720351974,23.55439766955899,2.0,2025-03-04 14:57:05.573912+00
64012.0,pressed,"(719, 470)",1,6.683713258792963,13.776793867062345,54.86125954092192,2.0,2025-03-04 14:57:05.579552+00
64013.0,released,"(719, 470)",1,2.4810744701712864,28.866452058927003,44.22376579375525,2.0,2025-03-04 14:57:05.584735+00
64014.0,pressed,"(527, 159)",1,2.995224710767031,31.315516401774957,39.84616999541062,2.0,2025-03-04 14:57:05.59043+00
64015.0,released,"(527, 159)",1,4.396981320599744,26.893707601631196,59.175144332613016,2.0,2025-03-04 14:57:05.595692+00
64016.0,pressed,"(570, 385)",1,3.268706910843367,28.276073001907687,65.46499283743927,2.0,2025-03-04 14:57:05.601494+00
64017.0,released,"(570, 385)",1,8.452912743757377,14.147539892701426,63.96920178674298,2.0,2025-03-04 14:57:05.606866+00
64018.0,pressed,"(700, 462)",1,4.599648726402977,33.56477104669492,37.41173715166042,2.0,2025-03-04 14:57:05.61271+00
64019.0,released,"(700, 462)",1,6.779498085628136,36.4760598256707,45.36181436223178,2.0,2025-03-04 14:57:05.618248+00
64021.0,released,"(37, 540)",0,6.027274778000408,34.93537294203767,54.96895147105346,2.0,2025-03-04 14:57:05.631072+00
64022.0,pressed,"(26, 344)",1,5.528044897992706,53.091664855073006,694.1454912529128,52.270322005350245,2025-03-21 06:24:27.068455+00
64023.0,released,"(26, 344)",1,5.080642421479176,44.7196903184762,672.3247007783981,52.270322005350245,2025-03-21 06:24:27.076012+00
64024.0,pressed,"(1099, 230)",1,7.474261415577394,47.49120606716055,676.7274296961202,52.270322005350245,2025-03-21 06:24:27.081778+00
64025.0,released,"(1099, 230)",1,3.3498140533299665,44.265301645219694,662.9172897359871,52.270322005350245,2025-03-21 06:24:27.087987+00
64026.0,pressed,"(698, 337)",1,8.452670620913173,49.57990145657611,661.5692149848674,52.270322005350245,2025-03-21 06:24:27.093024+00
64027.0,released,"(698, 337)",1,2.42555363899181,26.932097899329953,691.7002016819904,52.270322005350245,2025-03-21 06:24:27.098587+00
